date,hour,sales,profit,region,state,category,type,caffeination
8/3/2010,15,154,63,Central,WI,Herbal Tea,Lemon,Decaf
8/19/2010,16,90,20,Central,WI,Tea,Darjeeling,Regular
8/14/2010,17,105,7,Central,WI,Tea,Earl Grey,Regular
8/29/2010,18,226,70,Central,WI,Espresso,Caffe Mocha,Regular
8/3/2010,19,69,18,Central,WI,Espresso,Decaf Espresso,Decaf
8/12/2010,20,140,21,Central,WI,Coffee,Amaretto,Regular
8/17/2010,21,317,35,Central,WI,Coffee,Columbian,Regular
8/4/2010,22,231,73,Central,WI,Coffee,Decaf Irish Cream,Decaf
8/29/2010,23,83,28,East,CT,Tea,Darjeeling,Regular
8/20/2010,0,47,12,East,CT,Tea,Green Tea,Regular
8/29/2010,1,160,28,East,CT,Herbal Tea,Lemon,Decaf
8/20/2010,2,110,24,East,CT,Herbal Tea,Mint,Decaf
8/1/2010,3,105,8,East,CT,Espresso,Caffe Mocha,Regular
8/10/2010,4,98,16,East,CT,Espresso,Decaf Espresso,Decaf
8/4/2010,5,225,75,East,CT,Coffee,Columbian,Regular
8/20/2010,6,114,44,East,FL,Tea,Darjeeling,Regular
8/2/2010,7,154,63,East,FL,Tea,Green Tea,Regular
8/21/2010,8,69,18,East,FL,Herbal Tea,Chamomile,Decaf
8/15/2010,9,140,20,East,FL,Herbal Tea,Lemon,Decaf
8/10/2010,10,226,70,East,FL,Herbal Tea,Mint,Decaf
8/17/2010,11,317,35,East,FL,Espresso,Caffe Mocha,Regular
8/22/2010,12,231,73,East,FL,Espresso,Decaf Espresso,Decaf
8/26/2010,13,286,104,East,FL,Coffee,Columbian,Regular
8/10/2010,14,277,102,East,FL,Coffee,Decaf Irish Cream,Decaf
8/10/2010,15,55,16,East,MA,Tea,Darjeeling,Regular
8/11/2010,16,41,9,East,MA,Tea,Green Tea,Regular
8/21/2010,17,109,9,East,MA,Herbal Tea,Lemon,Decaf
8/27/2010,18,105,6,East,MA,Espresso,Caffe Mocha,Regular
8/24/2010,19,291,82,East,MA,Espresso,Regular Espresso,Regular
8/28/2010,20,664,563,East,MA,Coffee,Columbian,Regular
8/28/2010,21,63,20,East,NH,Tea,Darjeeling,Regular
8/6/2010,22,43,31,East,NH,Tea,Green Tea,Regular
8/27/2010,23,86,1,East,NH,Herbal Tea,Lemon,Decaf
8/30/2010,0,151,1,East,NH,Espresso,Caffe Mocha,Regular
8/24/2010,1,65,9,East,NH,Espresso,Regular Espresso,Regular
8/28/2010,2,151,48,East,NH,Coffee,Amaretto,Regular
8/3/2010,3,160,44,East,NH,Coffee,Columbian,Regular
8/21/2010,4,323,144,East,NY,Tea,Darjeeling,Regular
8/11/2010,5,301,133,East,NY,Tea,Earl Grey,Regular
8/20/2010,6,245,105,East,NY,Tea,Green Tea,Regular
8/28/2010,7,653,229,East,NY,Herbal Tea,Lemon,Decaf
8/12/2010,8,124,304,East,NY,Herbal Tea,Mint,Decaf
8/24/2010,9,543,179,East,NY,Espresso,Regular Espresso,Regular
8/6/2010,10,78,284,East,NY,Espresso,Caffe Mocha,Regular
8/17/2010,11,910,368,East,NY,Coffee,Columbian,Regular
8/20/2010,12,154,63,South,LA,Coffee,Decaf Irish Cream,Decaf
8/23/2010,13,118,46,South,LA,Coffee,Columbian,Regular
8/10/2010,14,176,61,South,LA,Herbal Tea,Chamomile,Decaf
8/9/2010,15,160,28,South,LA,Herbal Tea,Lemon,Decaf
8/29/2010,16,105,7,South,LA,Espresso,Caffe Latte,Regular
8/20/2010,17,126,41,South,LA,Espresso,Caffe Mocha,Regular
8/3/2010,18,90,21,South,LA,Espresso,Decaf Espresso,Decaf
8/20/2010,19,139,42,South,NM,Coffee,Decaf Irish Cream,Decaf
8/6/2010,20,160,44,South,NM,Coffee,Columbian,Regular
8/25/2010,21,63,19,South,NM,Herbal Tea,Chamomile,Decaf
8/27/2010,22,90,15,South,NM,Herbal Tea,Lemon,Decaf
8/11/2010,23,65,8,South,NM,Espresso,Caffe Latte,Regular
8/5/2010,0,151,2,South,NM,Espresso,Caffe Mocha,Regular
8/24/2010,1,105,18,South,NM,Espresso,Decaf Espresso,Decaf
8/10/2010,2,55,16,South,OK,Coffee,Decaf Irish Cream,Decaf
8/8/2010,3,155,53,South,OK,Coffee,Columbian,Regular
8/7/2010,4,317,34,South,OK,Herbal Tea,Lemon,Decaf
8/3/2010,5,140,20,South,OK,Herbal Tea,Chamomile,Decaf
8/18/2010,6,277,102,South,OK,Espresso,Caffe Latte,Regular
8/13/2010,7,41,10,South,OK,Espresso,Caffe Mocha,Regular
8/24/2010,8,286,103,South,OK,Espresso,Decaf Espresso,Decaf
8/16/2010,9,120,39,South,TX,Coffee,Decaf Irish Cream,Decaf
8/12/2010,10,678,250,South,TX,Coffee,Columbian,Regular
8/2/2010,11,85,19,South,TX,Herbal Tea,Lemon,Decaf
8/7/2010,12,108,19,South,TX,Herbal Tea,Chamomile,Decaf
8/17/2010,13,131,30,South,TX,Espresso,Caffe Latte,Regular
8/13/2010,14,301,133,South,TX,Espresso,Caffe Mocha,Regular
8/28/2010,15,245,105,South,TX,Espresso,Decaf Espresso,Decaf
8/2/2010,16,110,24,West,UT,Coffee,Amaretto,Regular
8/14/2010,17,98,15,West,UT,Coffee,Columbian,Regular
8/17/2010,18,151,49,West,UT,Herbal Tea,Chamomile,Decaf
8/5/2010,19,160,44,West,UT,Herbal Tea,Lemon,Decaf
8/17/2010,20,139,41,West,UT,Herbal Tea,Mint,Decaf
8/27/2010,21,151,2,West,UT,Tea,Darjeeling,Regular
8/7/2010,22,105,19,West,UT,Tea,Earl Grey,Regular
8/5/2010,23,65,9,West,UT,Tea,Green Tea,Regular
8/2/2010,0,160,27,West,UT,Coffee,Decaf Irish Cream,Decaf
8/21/2010,1,80,28,West,UT,Espresso,Caffe Latte,Regular
8/1/2010,2,176,62,West,UT,Espresso,Caffe Mocha,Regular
8/10/2010,3,83,28,West,UT,Espresso,Decaf Espresso,Decaf
8/31/2010,4,87,139,West,CA,Coffee,Amaretto,Regular
8/24/2010,5,910,368,West,CA,Coffee,Columbian,Regular
8/8/2010,6,323,143,West,CA,Herbal Tea,Chamomile,Decaf
8/22/2010,7,678,249,West,CA,Herbal Tea,Lemon,Decaf
8/5/2010,8,120,38,West,CA,Herbal Tea,Mint,Decaf
8/20/2010,9,301,133,West,CA,Tea,Darjeeling,Regular
8/27/2010,10,245,105,West,CA,Tea,Earl Grey,Regular
8/28/2010,11,131,30,West,CA,Tea,Green Tea,Regular
8/11/2010,12,166,137,West,CA,Coffee,Decaf Irish Cream,Decaf
8/16/2010,13,532,167,West,CA,Espresso,Caffe Latte,Regular
8/22/2010,14,412,50,West,CA,Espresso,Caffe Mocha,Regular
8/22/2010,15,687,262,West,CA,Espresso,Decaf Espresso,Decaf
8/15/2010,16,86,1,West,NV,Coffee,Columbian,Regular
8/12/2010,17,412,49,West,NV,Herbal Tea,Chamomile,Decaf
8/9/2010,18,467,163,West,NV,Herbal Tea,Lemon,Decaf
8/3/2010,19,376,150,West,NV,Herbal Tea,Mint,Decaf
8/14/2010,20,687,262,West,NV,Tea,Darjeeling,Regular
8/6/2010,21,532,167,West,NV,Tea,Earl Grey,Regular
8/13/2010,22,21,404,West,NV,Tea,Green Tea,Regular
8/29/2010,23,90,16,West,NV,Coffee,Decaf Irish Cream,Decaf
8/16/2010,0,43,32,West,NV,Espresso,Caffe Latte,Regular
8/29/2010,1,63,19,West,NV,Espresso,Caffe Mocha,Regular
8/3/2010,2,58,17,West,NV,Espresso,Decaf Espresso,Decaf
8/31/2010,3,89,11,West,OR,Coffee,Amaretto,Regular
8/3/2010,4,114,8,West,OR,Coffee,Columbian,Regular
8/10/2010,5,62,19,West,OR,Herbal Tea,Chamomile,Decaf
8/25/2010,6,155,53,West,OR,Herbal Tea,Lemon,Decaf
8/19/2010,7,41,9,West,OR,Tea,Darjeeling,Regular
8/15/2010,8,286,104,West,OR,Tea,Earl Grey,Regular
8/10/2010,9,277,102,West,OR,Tea,Green Tea,Regular
8/5/2010,10,85,19,West,OR,Coffee,Decaf Irish Cream,Decaf
8/10/2010,11,109,9,West,OR,Espresso,Caffe Latte,Regular
8/6/2010,12,108,19,West,OR,Espresso,Caffe Mocha,Regular
8/10/2010,13,291,81,West,OR,Espresso,Decaf Espresso,Decaf
8/4/2010,14,225,75,West,WA,Herbal Tea,Chamomile,Decaf
8/26/2010,15,118,45,West,WA,Herbal Tea,Lemon,Decaf
8/31/2010,16,126,42,West,WA,Tea,Darjeeling,Regular
8/7/2010,17,90,20,West,WA,Tea,Earl Grey,Regular
8/22/2010,18,105,8,West,WA,Tea,Green Tea,Regular
8/2/2010,19,211,76,West,WA,Coffee,Columbian,Regular
8/20/2010,20,317,34,West,WA,Coffee,Decaf Irish Cream,Decaf
8/21/2010,21,69,17,West,WA,Espresso,Caffe Latte,Regular
8/2/2010,22,140,20,West,WA,Espresso,Caffe Mocha,Regular
8/1/2010,23,226,71,West,WA,Espresso,Decaf Espresso,Decaf
9/5/2010,0,310,87,Central,CO,Herbal Tea,Chamomile,Decaf
9/26/2010,1,126,2,Central,CO,Herbal Tea,Lemon,Decaf
9/9/2010,2,125,27,Central,CO,Herbal Tea,Mint,Decaf
9/16/2010,3,102,7,Central,CO,Tea,Darjeeling,Regular
9/16/2010,4,113,25,Central,CO,Tea,Earl Grey,Regular
9/18/2010,5,140,47,Central,CO,Tea,Green Tea,Regular
9/10/2010,6,199,84,Central,CO,Espresso,Caffe Mocha,Regular
9/13/2010,7,150,39,Central,CO,Espresso,Decaf Espresso,Decaf
9/13/2010,8,302,134,Central,CO,Coffee,Amaretto,Regular
9/30/2010,9,132,42,Central,CO,Coffee,Columbian,Regular
9/2/2010,10,245,106,Central,CO,Coffee,Decaf Irish Cream,Decaf
9/12/2010,11,302,133,Central,IL,Herbal Tea,Chamomile,Decaf
9/24/2010,12,132,43,Central,IL,Herbal Tea,Lemon,Decaf
9/18/2010,13,245,106,Central,IL,Herbal Tea,Mint,Decaf
9/10/2010,14,199,84,Central,IL,Tea,Darjeeling,Regular
9/28/2010,15,150,40,Central,IL,Tea,Earl Grey,Regular
9/3/2010,16,589,220,Central,IL,Espresso,Caffe Mocha,Regular
9/10/2010,17,498,155,Central,IL,Espresso,Decaf Espresso,Decaf
9/27/2010,18,387,129,Central,IL,Coffee,Columbian,Regular
9/20/2010,19,298,115,Central,IL,Coffee,Decaf Irish Cream,Decaf
9/21/2010,20,589,220,Central,IA,Herbal Tea,Chamomile,Decaf
9/15/2010,21,298,115,Central,IA,Herbal Tea,Lemon,Decaf
9/5/2010,22,498,155,Central,IA,Tea,Darjeeling,Regular
9/29/2010,23,672,223,Central,IA,Tea,Earl Grey,Regular
9/27/2010,0,58,18,Central,IA,Espresso,Caffe Mocha,Regular
9/14/2010,1,43,32,Central,IA,Espresso,Decaf Espresso,Decaf
9/26/2010,2,48,13,Central,IA,Coffee,Amaretto,Regular
9/10/2010,3,72,7,Central,IA,Coffee,Columbian,Regular
9/12/2010,4,35,3,Central,IA,Coffee,Decaf Irish Cream,Decaf
9/24/2010,5,106,7,Central,MO,Herbal Tea,Chamomile,Decaf
9/3/2010,6,115,44,Central,MO,Herbal Tea,Lemon,Decaf
9/29/2010,7,91,13,Central,MO,Tea,Darjeeling,Regular
9/1/2010,8,54,12,Central,MO,Tea,Earl Grey,Regular
9/9/2010,9,91,2,Central,MO,Tea,Green Tea,Regular
9/2/2010,10,108,41,Central,MO,Espresso,Caffe Mocha,Regular
9/14/2010,11,79,27,Central,MO,Espresso,Decaf Espresso,Decaf
9/24/2010,12,150,25,Central,MO,Coffee,Columbian,Regular
9/28/2010,13,136,34,Central,MO,Coffee,Decaf Irish Cream,Decaf
9/16/2010,14,50,14,Central,OH,Herbal Tea,Chamomile,Decaf
9/25/2010,15,72,23,Central,OH,Herbal Tea,Lemon,Decaf
9/17/2010,16,249,87,Central,OH,Tea,Darjeeling,Regular
9/23/2010,17,230,81,Central,OH,Tea,Earl Grey,Regular
9/1/2010,18,310,87,Central,OH,Espresso,Caffe Mocha,Regular
9/15/2010,19,102,6,Central,OH,Espresso,Decaf Espresso,Decaf
9/8/2010,20,125,28,Central,OH,Coffee,Amaretto,Regular
9/10/2010,21,107,29,Central,OH,Coffee,Columbian,Regular
9/30/2010,22,126,3,Central,OH,Coffee,Decaf Irish Cream,Decaf
9/7/2010,23,151,53,Central,WI,Herbal Tea,Chamomile,Decaf
9/16/2010,0,126,50,Central,WI,Herbal Tea,Lemon,Decaf
9/7/2010,1,113,31,Central,WI,Tea,Darjeeling,Regular
9/18/2010,2,149,2,Central,WI,Tea,Earl Grey,Regular
9/30/2010,3,182,53,Central,WI,Espresso,Caffe Mocha,Regular
9/4/2010,4,76,21,Central,WI,Espresso,Decaf Espresso,Decaf
9/29/2010,5,149,23,Central,WI,Coffee,Amaretto,Regular
9/4/2010,6,223,16,Central,WI,Coffee,Columbian,Regular
9/6/2010,7,199,58,Central,WI,Coffee,Decaf Irish Cream,Decaf
9/20/2010,8,108,41,East,CT,Tea,Darjeeling,Regular
9/4/2010,9,57,17,East,CT,Tea,Green Tea,Regular
9/3/2010,10,150,24,East,CT,Herbal Tea,Lemon,Decaf
9/20/2010,11,136,33,East,CT,Herbal Tea,Mint,Decaf
9/1/2010,12,149,2,East,CT,Espresso,Caffe Mocha,Regular
9/30/2010,13,113,23,East,CT,Espresso,Decaf Espresso,Decaf
9/17/2010,14,258,91,East,CT,Coffee,Columbian,Regular
9/12/2010,15,87,32,East,FL,Tea,Darjeeling,Regular
9/22/2010,16,126,49,East,FL,Tea,Green Tea,Regular
9/29/2010,17,76,21,East,FL,Herbal Tea,Chamomile,Decaf
9/12/2010,18,149,24,East,FL,Herbal Tea,Lemon,Decaf
9/21/2010,19,182,53,East,FL,Herbal Tea,Mint,Decaf
9/19/2010,20,199,58,East,FL,Espresso,Decaf Espresso,Decaf
9/24/2010,21,223,17,East,FL,Espresso,Caffe Mocha,Regular
9/18/2010,22,249,86,East,FL,Coffee,Columbian,Regular
9/12/2010,23,230,81,East,FL,Coffee,Decaf Irish Cream,Decaf
9/26/2010,0,72,23,East,MA,Tea,Darjeeling,Regular
9/7/2010,1,50,13,East,MA,Tea,Green Tea,Regular
9/24/2010,2,102,6,East,MA,Herbal Tea,Lemon,Decaf
9/30/2010,3,310,87,East,MA,Espresso,Regular Espresso,Regular
9/9/2010,4,98,31,East,MA,Espresso,Caffe Mocha,Regular
9/22/2010,5,576,465,East,MA,Coffee,Columbian,Regular
9/20/2010,6,48,12,East,NH,Tea,Darjeeling,Regular
9/13/2010,7,43,31,East,NH,Tea,Green Tea,Regular
9/15/2010,8,91,2,East,NH,Herbal Tea,Lemon,Decaf
9/29/2010,9,54,12,East,NH,Espresso,Regular Espresso,Regular
9/29/2010,10,106,7,East,NH,Espresso,Caffe Mocha,Regular
9/22/2010,11,120,33,East,NH,Coffee,Amaretto,Regular
9/12/2010,12,139,34,East,NH,Coffee,Columbian,Regular
9/2/2010,13,245,106,East,NY,Tea,Darjeeling,Regular
9/18/2010,14,302,133,East,NY,Tea,Earl Grey,Regular
9/17/2010,15,199,84,East,NY,Tea,Green Tea,Regular
9/11/2010,16,541,92,East,NY,Herbal Tea,Lemon,Decaf
9/27/2010,17,112,238,East,NY,Herbal Tea,Mint,Decaf
9/19/2010,18,567,224,East,NY,Espresso,Regular Espresso,Regular
9/19/2010,19,68,197,East,NY,Espresso,Caffe Mocha,Regular
9/9/2010,20,790,312,East,NY,Coffee,Columbian,Regular
9/3/2010,21,126,50,South,LA,Coffee,Decaf Irish Cream,Decaf
9/9/2010,22,119,46,South,LA,Coffee,Columbian,Regular
9/8/2010,23,159,55,South,LA,Herbal Tea,Chamomile,Decaf
9/11/2010,0,150,25,South,LA,Herbal Tea,Lemon,Decaf
9/26/2010,1,149,2,South,LA,Espresso,Caffe Latte,Regular
9/5/2010,2,151,53,South,LA,Espresso,Caffe Mocha,Regular
9/5/2010,3,113,31,South,LA,Espresso,Decaf Espresso,Decaf
9/16/2010,4,115,44,South,NM,Coffee,Decaf Irish Cream,Decaf
9/19/2010,5,139,34,South,NM,Coffee,Columbian,Regular
9/5/2010,6,48,13,South,NM,Herbal Tea,Chamomile,Decaf
9/20/2010,7,72,8,South,NM,Herbal Tea,Lemon,Decaf
9/26/2010,8,54,12,South,NM,Espresso,Caffe Latte,Regular
9/24/2010,9,106,8,South,NM,Espresso,Caffe Mocha,Regular
9/8/2010,10,91,13,South,NM,Espresso,Decaf Espresso,Decaf
9/10/2010,11,72,23,South,OK,Coffee,Decaf Irish Cream,Decaf
9/6/2010,12,140,47,South,OK,Coffee,Columbian,Regular
9/14/2010,13,149,24,South,OK,Herbal Tea,Chamomile,Decaf
9/10/2010,14,223,16,South,OK,Herbal Tea,Lemon,Decaf
9/9/2010,15,230,82,South,OK,Espresso,Caffe Latte,Regular
9/28/2010,16,50,13,South,OK,Espresso,Caffe Mocha,Regular
9/12/2010,17,249,87,South,OK,Espresso,Decaf Espresso,Decaf
9/12/2010,18,132,42,South,TX,Coffee,Decaf Irish Cream,Decaf
9/18/2010,19,546,197,South,TX,Coffee,Columbian,Regular
9/3/2010,20,125,27,South,TX,Herbal Tea,Chamomile,Decaf
9/7/2010,21,107,28,South,TX,Herbal Tea,Lemon,Decaf
9/22/2010,22,150,39,South,TX,Espresso,Caffe Latte,Regular
9/18/2010,23,302,134,South,TX,Espresso,Caffe Mocha,Regular
9/7/2010,0,199,85,South,TX,Espresso,Decaf Espresso,Decaf
9/26/2010,1,136,33,West,UT,Coffee,Amaretto,Regular
9/13/2010,2,113,22,West,UT,Coffee,Columbian,Regular
9/17/2010,3,120,34,West,UT,Herbal Tea,Chamomile,Decaf
9/16/2010,4,139,34,West,UT,Herbal Tea,Lemon,Decaf
9/6/2010,5,115,45,West,UT,Herbal Tea,Mint,Decaf
9/3/2010,6,106,7,West,UT,Tea,Darjeeling,Regular
9/14/2010,7,91,12,West,UT,Tea,Earl Grey,Regular
9/1/2010,8,54,13,West,UT,Tea,Green Tea,Regular
9/14/2010,9,150,24,West,UT,Coffee,Decaf Irish Cream,Decaf
9/17/2010,10,79,27,West,UT,Espresso,Caffe Latte,Regular
9/20/2010,11,159,56,West,UT,Espresso,Caffe Mocha,Regular
9/2/2010,12,108,40,West,UT,Espresso,Decaf Espresso,Decaf
9/22/2010,13,109,74,West,CA,Coffee,Amaretto,Regular
9/6/2010,14,790,313,West,CA,Coffee,Columbian,Regular
9/18/2010,15,245,105,West,CA,Herbal Tea,Chamomile,Decaf
9/19/2010,16,546,196,West,CA,Herbal Tea,Lemon,Decaf
9/24/2010,17,132,43,West,CA,Herbal Tea,Mint,Decaf
9/2/2010,18,302,134,West,CA,Tea,Darjeeling,Regular
9/26/2010,19,199,84,West,CA,Tea,Earl Grey,Regular
9/12/2010,20,150,39,West,CA,Tea,Green Tea,Regular
9/12/2010,21,138,120,West,CA,Coffee,Decaf Irish Cream,Decaf
9/10/2010,22,498,156,West,CA,Espresso,Caffe Latte,Regular
9/17/2010,23,290,26,West,CA,Espresso,Caffe Mocha,Regular
9/9/2010,0,589,220,West,CA,Espresso,Decaf Espresso,Decaf
9/11/2010,1,91,2,West,NV,Coffee,Columbian,Regular
9/11/2010,2,290,26,West,NV,Herbal Tea,Chamomile,Decaf
9/19/2010,3,387,129,West,NV,Herbal Tea,Lemon,Decaf
9/20/2010,4,298,115,West,NV,Herbal Tea,Mint,Decaf
9/30/2010,5,589,221,West,NV,Tea,Darjeeling,Regular
9/29/2010,6,498,156,West,NV,Tea,Earl Grey,Regular
9/11/2010,7,19,430,West,NV,Tea,Green Tea,Regular
9/6/2010,8,72,7,West,NV,Coffee,Decaf Irish Cream,Decaf
9/28/2010,9,43,32,West,NV,Espresso,Caffe Latte,Regular
9/9/2010,10,48,12,West,NV,Espresso,Caffe Mocha,Regular
9/17/2010,11,58,17,West,NV,Espresso,Decaf Espresso,Decaf
9/28/2010,12,126,3,West,OR,Coffee,Amaretto,Regular
9/3/2010,13,61,17,West,OR,Herbal Tea,Chamomile,Decaf
9/8/2010,14,140,47,West,OR,Herbal Tea,Lemon,Decaf
9/13/2010,15,50,13,West,OR,Tea,Darjeeling,Regular
9/18/2010,16,249,87,West,OR,Tea,Earl Grey,Regular
9/27/2010,17,230,81,West,OR,Tea,Green Tea,Regular
9/7/2010,18,137,18,West,OR,Coffee,Columbian,Regular
9/30/2010,19,107,28,West,OR,Coffee,Decaf Irish Cream,Decaf
9/14/2010,20,102,6,West,OR,Espresso,Caffe Latte,Regular
9/24/2010,21,125,28,West,OR,Espresso,Caffe Mocha,Regular
9/16/2010,22,310,87,West,OR,Espresso,Decaf Espresso,Decaf
9/10/2010,23,258,91,West,WA,Herbal Tea,Chamomile,Decaf
9/13/2010,0,119,47,West,WA,Herbal Tea,Lemon,Decaf
9/22/2010,1,151,54,West,WA,Tea,Darjeeling,Regular
9/28/2010,2,113,31,West,WA,Tea,Earl Grey,Regular
9/27/2010,3,149,2,West,WA,Tea,Green Tea,Regular
9/5/2010,4,167,56,West,WA,Coffee,Columbian,Regular
9/4/2010,5,223,16,West,WA,Coffee,Decaf Irish Cream,Decaf
9/27/2010,6,76,21,West,WA,Espresso,Caffe Latte,Regular
9/20/2010,7,149,23,West,WA,Espresso,Caffe Mocha,Regular
9/2/2010,8,182,53,West,WA,Espresso,Decaf Espresso,Decaf
10/16/2010,9,205,74,Central,CO,Tea,Green Tea,Regular
10/28/2010,10,322,92,Central,CO,Herbal Tea,Chamomile,Decaf
10/12/2010,11,122,5,Central,CO,Herbal Tea,Lemon,Decaf
10/10/2010,12,123,26,Central,CO,Herbal Tea,Mint,Decaf
10/8/2010,13,120,13,Central,CO,Tea,Darjeeling,Regular
10/7/2010,14,118,27,Central,CO,Tea,Earl Grey,Regular
10/12/2010,15,182,56,Central,CO,Espresso,Decaf Espresso,Decaf
10/19/2010,16,187,79,Central,CO,Espresso,Caffe Mocha,Regular
10/9/2010,17,265,116,Central,CO,Coffee,Decaf Irish Cream,Decaf
10/20/2010,18,302,133,Central,CO,Coffee,Amaretto,Regular
10/25/2010,19,90,27,Central,CO,Coffee,Columbian,Regular
10/4/2010,20,302,133,Central,IL,Herbal Tea,Chamomile,Decaf
10/23/2010,21,90,27,Central,IL,Herbal Tea,Lemon,Decaf
10/21/2010,22,265,116,Central,IL,Herbal Tea,Mint,Decaf
10/15/2010,23,187,78,Central,IL,Tea,Darjeeling,Regular
10/29/2010,0,182,55,Central,IL,Tea,Earl Grey,Regular
10/3/2010,1,478,149,Central,IL,Espresso,Decaf Espresso,Decaf
10/19/2010,2,598,224,Central,IL,Espresso,Caffe Mocha,Regular
10/8/2010,3,298,115,Central,IL,Coffee,Decaf Irish Cream,Decaf
10/2/2010,4,367,120,Central,IL,Coffee,Columbian,Regular
10/18/2010,5,598,224,Central,IA,Herbal Tea,Chamomile,Decaf
10/27/2010,6,298,114,Central,IA,Herbal Tea,Lemon,Decaf
10/18/2010,7,478,149,Central,IA,Tea,Darjeeling,Regular
10/27/2010,8,567,183,Central,IA,Tea,Earl Grey,Regular
10/7/2010,9,58,18,Central,IA,Espresso,Caffe Mocha,Regular
10/20/2010,10,43,31,Central,IA,Espresso,Decaf Espresso,Decaf
10/6/2010,11,23,2,Central,IA,Coffee,Decaf Irish Cream,Decaf
10/9/2010,12,52,15,Central,IA,Coffee,Amaretto,Regular
10/1/2010,13,68,7,Central,IA,Coffee,Columbian,Regular
10/22/2010,14,77,3,Central,MO,Tea,Green Tea,Regular
10/30/2010,15,109,6,Central,MO,Herbal Tea,Chamomile,Decaf
10/24/2010,16,109,26,Central,MO,Herbal Tea,Lemon,Decaf
10/24/2010,17,92,13,Central,MO,Tea,Darjeeling,Regular
10/17/2010,18,56,11,Central,MO,Tea,Earl Grey,Regular
10/9/2010,19,99,36,Central,MO,Espresso,Caffe Mocha,Regular
10/8/2010,20,79,28,Central,MO,Espresso,Decaf Espresso,Decaf
10/9/2010,21,142,35,Central,MO,Coffee,Decaf Irish Cream,Decaf
10/30/2010,22,177,35,Central,MO,Coffee,Columbian,Regular
10/8/2010,23,205,65,Central,OH,Tea,Darjeeling,Regular
10/17/2010,0,218,76,Central,OH,Tea,Earl Grey,Regular
10/7/2010,1,53,16,Central,OH,Herbal Tea,Chamomile,Decaf
10/14/2010,2,66,20,Central,OH,Herbal Tea,Lemon,Decaf
10/5/2010,3,322,92,Central,OH,Espresso,Caffe Mocha,Regular
10/12/2010,4,120,12,Central,OH,Espresso,Decaf Espresso,Decaf
10/25/2010,5,123,26,Central,OH,Coffee,Amaretto,Regular
10/26/2010,6,107,28,Central,OH,Coffee,Columbian,Regular
10/29/2010,7,122,5,Central,OH,Coffee,Decaf Irish Cream,Decaf
10/17/2010,8,113,30,Central,WI,Tea,Darjeeling,Regular
10/26/2010,9,144,0,Central,WI,Tea,Earl Grey,Regular
10/22/2010,10,159,57,Central,WI,Herbal Tea,Chamomile,Decaf
10/2/2010,11,118,45,Central,WI,Herbal Tea,Lemon,Decaf
10/5/2010,12,174,48,Central,WI,Espresso,Caffe Mocha,Regular
10/8/2010,13,51,10,Central,WI,Espresso,Decaf Espresso,Decaf
10/8/2010,14,126,15,Central,WI,Coffee,Amaretto,Regular
10/6/2010,15,230,18,Central,WI,Coffee,Columbian,Regular
10/8/2010,16,202,61,Central,WI,Coffee,Decaf Irish Cream,Decaf
10/9/2010,17,99,36,East,CT,Tea,Darjeeling,Regular
10/30/2010,18,60,18,East,CT,Tea,Green Tea,Regular
10/11/2010,19,177,34,East,CT,Herbal Tea,Lemon,Decaf
10/10/2010,20,142,35,East,CT,Herbal Tea,Mint,Decaf
10/13/2010,21,144,1,East,CT,Espresso,Caffe Mocha,Regular
10/10/2010,22,111,21,East,CT,Espresso,Decaf Espresso,Decaf
10/24/2010,23,313,115,East,CT,Coffee,Columbian,Regular
10/12/2010,0,94,35,East,FL,Tea,Darjeeling,Regular
10/4/2010,1,118,46,East,FL,Tea,Green Tea,Regular
10/20/2010,2,51,10,East,FL,Herbal Tea,Chamomile,Decaf
10/12/2010,3,126,16,East,FL,Herbal Tea,Lemon,Decaf
10/12/2010,4,174,48,East,FL,Herbal Tea,Mint,Decaf
10/3/2010,5,230,18,East,FL,Espresso,Caffe Mocha,Regular
10/27/2010,6,202,60,East,FL,Espresso,Decaf Espresso,Decaf
10/15/2010,7,218,76,East,FL,Coffee,Decaf Irish Cream,Decaf
10/3/2010,8,205,64,East,FL,Coffee,Columbian,Regular
10/29/2010,9,66,20,East,MA,Tea,Darjeeling,Regular
10/9/2010,10,53,15,East,MA,Tea,Green Tea,Regular
10/20/2010,11,120,13,East,MA,Herbal Tea,Lemon,Decaf
10/21/2010,12,116,11,East,MA,Espresso,Caffe Mocha,Regular
10/7/2010,13,322,92,East,MA,Espresso,Regular Espresso,Regular
10/30/2010,14,474,348,East,MA,Coffee,Columbian,Regular
10/21/2010,15,52,14,East,NH,Tea,Darjeeling,Regular
10/17/2010,16,43,32,East,NH,Tea,Green Tea,Regular
10/27/2010,17,77,3,East,NH,Herbal Tea,Lemon,Decaf
10/18/2010,18,109,7,East,NH,Espresso,Caffe Mocha,Regular
10/1/2010,19,56,12,East,NH,Espresso,Regular Espresso,Regular
10/15/2010,20,114,24,East,NH,Coffee,Columbian,Regular
10/26/2010,21,120,33,East,NH,Coffee,Amaretto,Regular
10/23/2010,22,265,115,East,NY,Tea,Darjeeling,Regular
10/18/2010,23,302,134,East,NY,Tea,Earl Grey,Regular
10/1/2010,0,187,78,East,NY,Tea,Green Tea,Regular
10/23/2010,1,513,129,East,NY,Herbal Tea,Lemon,Decaf
10/14/2010,2,164,170,East,NY,Herbal Tea,Mint,Decaf
